time stamp,001BC50C70027DC4,001BC50C70027DD9,001BC50C70027DDA,001BC50C70027DF5,001BC50C70027E14,001BC50C70027E75,001BC50C70027E81,001BC50C70027E9B
2025-12-19T11:58:32.000Z,864.3269057480508,0.0,555.755341854669,496.8510843301039,611.6731153156888,746.327006077095,220.1385927092294,1075.5910003342346
2025-12-19T11:58:32.000Z,804.9844718999243,0.0,0.0,483.2556259372465,595.6643350075611,832.4998498498363,235.83044756773882,1061.4537201404496
2025-12-19T11:58:36.000Z,789.8892327408952,0.0,532.6584271369411,474.8726144978251,596.6648975765207,785.4100839688781,240.0,1082.6583025128473
2025-12-19T11:58:40.000Z,767.7427954725463,0.0,606.9439842357777,449.6398558846847,568.6483975181852,844.5211661053855,276.26979567082606,977.5586938900396
2025-12-19T11:58:40.000Z,698.2234599324202,0.0,839.5123584557883,432.7401067615527,588.6603434918985,878.5783971849069,319.41978648793815,965.416490433015
2025-12-19T11:58:46.000Z,662.9185470327407,0.0,754.3447487720716,408.3197276644859,608.671504179389,901.6146627024208,0.0,0.0
2025-12-19T11:58:46.000Z,633.6402764976356,0.0,686.1807342092898,427.4447332696942,0.0,920.6432533831984,345.98988424519,885.3835327133661
2025-12-19T11:58:46.000Z,611.4114817371358,0.0,0.0,363.2478492709902,580.6556638835102,1032.7903949979395,425.2775564263884,879.297446829001
2025-12-19T11:58:46.000Z,598.268334445339,0.0,736.3042849257364,354.577213029828,598.666017074629,956.694308543748,394.84300677611094,901.607453385341
2025-12-19T11:58:46.000Z,621.5174977424208,0.0,0.0,352.40459701882435,606.670421233803,938.669270829721,369.42658269269145,917.8235124467013
2025-12-19T11:58:48.000Z,546.6406497874084,0.0,812.4629222309163,323.9583306538049,697.7134082128565,966.7078152161594,388.74799034850327,849.8641067841377
2025-12-19T11:58:52.000Z,548.6674767106211,0.0,980.7262615021583,308.4623153644542,689.7100840208153,934.6635758389217,375.5316231690748,899.57990195424
2025-12-19T11:58:52.000Z,544.613624508238,0.0,0.0,265.56543449778997,697.7134082128565,996.7467080457302,363.31804249169903,961.3682957118984
2025-12-19T11:58:52.000Z,541.5727097998938,1223.8365903992249,0.0,245.85361498257453,691.7109222789531,936.6664294187126,378.5828839237189,890.4543783934132
2025-12-19T11:58:56.000Z,588.1538914263851,1229.8373876248843,861.5503467586791,219.67248348393568,731.726724945864,984.7314354685748,357.2058230208461,1013.9649895336623
2025-12-19T11:58:56.000Z,601.3019208351159,1230.8375197401158,0.0,197.4943037153224,806.7521304589162,926.6520382538421,363.31804249169903,924.9156718317622
2025-12-19T11:58:56.000Z,570.9500853840027,1234.8380460611017,781.4019452240954,174.35595774162692,736.7285796003845,977.7223532271316,384.6829863666965,1016.9975417866062
2025-12-19T11:58:56.000Z,524.3319559210559,0.0,789.4181401513396,141.1949007577823,764.7385174031709,906.6223028361921,391.7958652155482,917.8235124467013
2025-12-19T11:59:02.000Z,545.6271620804815,0.0,871.566979640693,90.13878188659973,790.7471150753571,933.6621444612607,432.37021173989314,940.1085043759575
2025-12-19T11:59:02.000Z,529.404382301469,0.0,0.0,46.35730794599704,861.767950204694,904.6192569252547,387.7318661136843,1079.6295661012623
2025-12-19T11:59:02.000Z,552.720544217419,0.0,812.4629222309163,,846.7638395680344,901.6146627024208,364.3363830308469,957.3196958174422
2025-12-19T11:59:05.000Z,568.9253026540479,0.0,815.4685769543789,,903.7787339830472,835.5052363689888,360.262404366595,1051.3534134628565
2025-12-19T11:59:08.000Z,526.3610927870715,0.0,0.0,,937.7867561444873,895.6053818507346,406.00985209721205,1057.4138262761653
2025-12-19T11:59:08.000Z,512.1523210920752,0.0,863.5537041782637,,892.7760077421435,888.5943956609225,409.05378619443195,1051.3534134628565
2025-12-19T11:59:12.000Z,462.32131683494765,0.0,0.0,,857.7668680941226,925.6505820232599,446.54675007215087,940.1085043759575
2025-12-19T11:59:12.000Z,459.26462959823067,0.0,0.0,,0.0,982.7288537536688,557.6235289153427,911.7433849499539
2025-12-19T11:59:16.000Z,408.1960313378855,0.0,0.0,49.63869458396346,863.768487501136,1012.7665081350193,557.6235289153427,879.297446829001
2025-12-19T11:59:16.000Z,372.27543566558353,0.0,0.0,130.77079184588584,863.768487501136,1115.8803699321895,619.0549248653144,847.8331203721638
2025-12-19T11:59:16.000Z,356.8248870244339,0.0,1280.0238279032153,228.09866286324433,858.7671395669493,1048.8088481701516,611.0032733136542,883.3549682885131
2025-12-19T11:59:20.000Z,347.5356096862593,0.0,0.0,173.03467860518597,865.7690223148436,1128.893263333607,673.3713685626973,822.4329759925729
2025-12-19T11:59:20.000Z,301.8691769624716,0.0,0.0,0.0,881.7732134738501,1123.8883396494512,701.5162150656248,903.6348820181745
2025-12-19T11:59:24.000Z,306.04084694693944,0.0,0.0,274.71621721332724,895.776757903441,0.0,714.5795966860514,776.6472815892681
2025-12-19T11:59:24.000Z,278.8350767030576,0.0,0.0,314.0127385951086,916.7818715485162,1160.9237701072366,731.6590736128405,913.7702118147647
2025-12-19T11:59:24.000Z,279.8856909525744,0.0,0.0,319.54498900780777,928.784689796295,1183.944677761592,756.7694497005016,760.3453162872775
2025-12-19T11:59:29.000Z,278.8350767030576,0.0,0.0,368.6515970398067,1067.8127176616692,1206.9647882187783,746.7261881037788,724.6378405796927
2025-12-19T11:59:29.000Z,279.8856909525744,0.0,0.0,355.66276161555066,947.7890060556726,1206.9647882187783,767.8157331026762,831.5798217850165
2025-12-19T11:59:29.000Z,295.60277400592844,0.0,1259.0075456485556,355.66276161555066,931.7853830147799,1305.042528042669,753.7565920109754,0.0
2025-12-19T11:59:29.000Z,279.8856909525744,0.0,1315.049808942612,370.80992435478316,939.7872099576584,1247.9987980763444,0.0,703.1792090214273
2025-12-19T11:59:32.000Z,287.2298730981859,0.0,1286.0283822684473,384.7973492632193,906.7794660224724,1239.9923386860098,740.6996692317339,694.9971222962006
2025-12-19T11:59:32.000Z,273.57631476427196,0.0,1496.164763654057,407.2542203587337,901.7782432505232,1337.065443424517,765.8074170442593,0.0
2025-12-19T11:59:32.000Z,297.6927946726289,0.0,1412.1150802962202,382.64997059976366,885.7742376023361,1251.0011990401927,763.7990573442729,665.2999323613374
2025-12-19T11:59:36.000Z,289.3250766871064,0.0,1297.0366224590575,395.51106179220835,857.7668680941226,1255.004382462468,742.7085565684564,599.5198078462463
2025-12-19T11:59:36.000Z,299.78158715971864,0.0,0.0,438.0285378830927,886.7744921906583,1353.076494511674,727.640708042094,651.967023705954
2025-12-19T11:59:40.000Z,298.73734282811046,0.0,1221.9774957011277,429.563732174866,810.7533533695681,1259.0075456485556,758.77796488828,614.9707310108344
2025-12-19T11:59:40.000Z,307.0830506556818,1737.884921391517,1274.0192306240906,440.1420225336363,801.750584658346,0.0,714.5795966860514,598.4889305576169
2025-12-19T11:59:40.000Z,319.56845901934685,0.0,1207.9656452068496,463.3238608144416,774.7418925035615,1319.0526903804866,715.5843765762359,569.5796695809989
2025-12-19T11:59:44.000Z,380.5009855440588,0.0,1219.9758194325002,494.7615587330931,859.767410408187,1311.0469099158884,718.5986362358337,531.2287642814533
2025-12-19T11:59:48.000Z,339.2653828494737,0.0,1211.9690590109965,482.2084611451773,713.7198329877068,1281.0245899279219,687.4452705488634,553.0180828869884
2025-12-19T11:59:48.000Z,372.27543566558353,0.0,1307.043993138716,467.52646983887445,712.7194398920237,1290.0313949668048,647.2256175399734,611.8823416311342
2025-12-19T11:59:48.000Z,373.3041655272547,0.0,0.0,458.06549750008463,802.7508953592015,1221.9774957011277,635.1543119589128,591.2698199637792
2025-12-19T11:59:54.000Z,398.9749365561701,0.0,0.0,427.4447332696942,692.7113395924741,1276.020767856072,604.9636352707491,0.0
2025-12-19T11:59:54.000Z,389.74350539810155,0.0,1121.886357881225,427.4447332696942,661.6978162273168,0.0,596.9095408853841,657.0966443378022
2025-12-19T11:59:54.000Z,402.0497481655721,0.0,1097.8620131874497,400.85408816675425,651.6931793413216,1205.963929808848,584.8256150340885,697.0430402780017
2025-12-19T11:59:54.000Z,426.6098920559625,0.0,1054.8156236992322,384.7973492632193,614.6747107210448,1162.9256210093577,552.5839302766594,727.7011749337773
2025-12-19T11:59:56.000Z,455.1878733006845,0.0,972.7157858285226,366.49147329781084,600.6671291156192,0.0,528.3833835388846,761.3645644499093
2025-12-19T11:59:56.000Z,458.245567354448,0.0,0.0,384.7973492632193,599.6665740225981,1059.821211337082,510.2205405508485,762.3837616318962
2025-12-19T12:00:00.000Z,494.8828144116544,0.0,986.7340067110285,340.41739086010284,590.6614935815606,1024.7809522039333,476.8899244060416,784.7936034397835
2025-12-19T12:00:00.000Z,536.5034948628015,0.0,917.6388178362988,339.3243286297049,608.671504179389,987.735288424991,442.4974576198151,876.253958621586
2025-12-19T12:00:04.000Z,595.2344076076247,0.0,825.4871289123773,339.3243286297049,582.6568458363809,958.6970324351693,385.69936479076546,855.9561904677132
2025-12-19T12:00:04.000Z,616.4649219542017,0.0,709.2397337995101,356.7478100843788,585.658603625013,1046.8065723905254,378.5828839237189,943.1463301100207
2025-12-19T12:00:08.000Z,613.4329629226,1203.8338755825073,0.0,376.19808611953357,642.6888827418753,1085.8494370767983,416.1538177164785,851.894946574987
2025-12-19T12:00:08.000Z,599.279567480821,1210.8348359706208,796.4320435542508,390.15894197108946,562.6446480683878,0.0,472.84669820143614,844.786363526306
2025-12-19T12:00:08.000Z,643.7390775772433,1192.8323436258759,882.5848401145354,400.85408816675425,539.6295025292817,975.7197343499822,378.5828839237189,891.4684514888902
2025-12-19T12:00:08.000Z,615.4543037464275,0.0,974.7184208785633,417.8947235847804,623.6794048227022,1033.7915650652214,374.51435219494596,880.3118765528499
2025-12-19T12:00:12.000Z,655.8536422099065,0.0,688.1860213634102,443.31027508958095,569.6490147450445,987.735288424991,403.9801975344831,902.621182999823
2025-12-19T12:00:12.000Z,692.1733886823446,1134.8237748655074,832.4998498498363,457.0131289142577,550.6369039575899,919.6417780853586,358.2247897619594,913.7702118147647
2025-12-19T12:00:12.000Z,692.1733886823446,0.0,637.0408150189436,493.71651785209696,535.6267357031387,908.6253353280437,328.62744864055406,951.2460249588432
2025-12-19T12:00:16.000Z,753.6451419600606,0.0,574.8295399507579,483.2556259372465,560.6433804121833,895.6053818507346,298.91303083003925,0.0
